10000 15000
2 5924 7
2 5927 8
2 5928 7
2 5931 8
2 5935 5
2 5937 5
2 5948 2
2 5967 9
2 5980 5
2 5986 5
2 5989 3
2 5992 6
2 5993 8
2 6004 8
2 6012 6
2 6013 6
2 6020 9
2 6031 9
2 6039 1
2 6048 3
2 6052 1
2 6053 8
2 6056 3
2 6057 9
2 6061 9
2 6062 1
2 6072 9
2 6082 2
2 6087 7
2 6094 5
2 6106 2
2 6108 9
2 6109 2
2 6123 5
2 6126 10
2 6129 10
2 6130 2
2 6136 9
2 6140 2
2 6153 6
2 6158 3
2 6161 8
2 6167 9
2 6173 10
2 6184 3
2 6185 1
2 6191 6
2 6199 3
2 6209 10
2 6211 5
2 6212 2
2 6213 5
2 6214 7
2 6221 6
2 6226 5
2 6227 5
2 6231 8
2 6235 10
2 6260 10
2 6261 2
2 6267 4
2 6275 4
2 6277 4
2 6284 3
2 6290 4
2 6297 3
2 6304 3
2 6307 9
2 6310 8
2 6312 6
2 6318 6
2 6323 7
2 6324 8
2 6326 6
2 6328 7
2 6332 3
2 6333 1
2 6339 8
2 6343 1
2 6357 1
2 6358 2
2 6361 1
2 6367 8
2 6370 4
2 6377 4
2 6382 10
2 6388 2
2 6395 5
2 6402 9
2 6410 7
2 6416 5
2 6427 8
2 6428 1
2 6430 4
2 6438 10
2 6440 4
2 6446 8
2 6462 3
2 6465 9
2 6468 5
2 6473 5
2 6477 7
2 6478 2
2 6481 5
2 6482 4
2 6485 2
2 6486 5
2 6488 5
2 6502 3
2 6503 6
2 6510 8
2 6517 1
2 6520 1
2 6521 8
2 6525 6
2 6526 9
2 6536 10
2 6537 1
2 6538 3
2 6544 2
2 6545 5
2 6562 7
2 6566 6
2 6567 6
2 6568 9
2 6573 10
2 6574 4
2 6576 5
2 6577 3
2 6578 5
2 6580 4
2 6581 10
2 6587 6
2 6591 7
2 6597 7
2 6601 10
2 6603 7
2 6608 10
2 6616 4
2 6619 4
2 6631 6
2 6632 10
2 6635 2
2 6644 10
2 6654 5
2 6658 3
2 6667 2
2 6668 10
2 6672 10
2 6674 4
2 6678 8
2 6679 9
2 6680 10
2 6686 9
2 6695 7
2 6701 2
2 6703 3
2 6704 5
2 6705 3
2 6712 10
2 6719 8
2 6726 6
2 6729 7
2 6733 6
2 6742 5
2 6750 7
2 6751 1
2 6754 7
2 6759 10
2 6767 9
2 6774 6
2 6775 4
2 6780 5
2 6783 7
2 6787 2
2 6789 7
2 6800 4
2 6803 2
2 6806 2
2 6808 9
2 6809 4
2 6819 8
2 6822 8
2 6828 3
2 6837 4
2 6839 7
2 6843 7
2 6848 8
2 6850 8
2 6862 10
2 6866 2
2 6868 2
2 6869 2
2 6876 5
2 6883 4
2 6892 1
2 6894 4
2 6897 2
2 6902 1
2 6906 3
2 6907 3
2 6911 3
2 6916 6
2 6922 6
2 6926 7
2 6927 3
2 6928 5
2 6931 7
2 6948 2
2 6954 8
2 6966 7
2 6971 4
2 6972 1
2 6992 6
2 6995 6
2 7003 2
2 7009 6
2 7010 8
2 7012 7
2 7013 7
2 7014 7
2 7018 9
2 7023 2
2 7025 4
2 7034 9
2 7037 9
2 7040 3
2 7042 4
2 7052 3
2 7062 10
2 7068 1
2 7070 7
2 7077 2
2 7083 5
2 7085 4
2 7090 10
2 7094 3
2 7098 6
2 7106 2
2 7108 9
2 7109 3
2 7119 10
2 7121 3
2 7124 5
2 7131 7
2 7135 7
2 7141 10
2 7143 4
2 7144 1
2 7150 6
2 7159 5
2 7163 7
2 7164 9
2 7167 8
2 7173 4
2 7174 6
2 7182 7
2 7184 10
2 7186 7
2 7195 6
2 7197 8
2 7198 8
2 7202 7
2 7207 6
2 7214 8
2 7219 10
2 7223 5
2 7227 6
2 7228 3
2 7241 7
2 7245 8
2 7249 5
2 7254 10
2 7255 2
2 7261 10
2 7262 4
2 7263 2
2 7264 10
2 7268 3
2 7271 8
2 7272 9
2 7273 7
2 7274 10
2 7281 2
2 7290 10
2 7294 3
2 7299 10
2 7306 7
2 7308 8
2 7317 9
2 7327 8
2 7334 2
2 7335 9
2 7337 9
2 7342 8
2 7343 3
2 7347 4
2 7352 3
2 7358 4
2 7362 1
2 7373 10
2 7375 8
2 7376 10
2 7377 10
2 7378 2
2 7381 9
2 7389 1
2 7399 7
2 7401 4
2 7404 7
2 7405 6
2 7412 9
2 7415 7
2 7421 8
2 7425 5
2 7426 2
2 7433 9
2 7448 4
2 7450 3
2 7483 8
2 7486 4
2 7489 6
2 7495 2
2 7497 2
2 7500 6
2 7502 7
2 7505 10
2 7508 10
2 7510 8
2 7511 6
2 7512 8
2 7515 6
2 7516 6
2 7523 9
2 7531 1
2 7533 2
2 7535 3
2 7546 1
2 7547 2
2 7559 1
2 7560 6
2 7564 1
2 7574 3
2 7585 10
2 7589 8
2 7593 4
2 7597 9
2 7601 2
2 7604 1
2 7605 4
2 7610 1
2 7624 8
2 7630 2
2 7635 10
2 7659 2
2 7666 7
2 7670 5
2 7684 5
2 7690 3
2 7693 7
2 7703 6
2 7710 5
2 7712 3
2 7713 9
2 7715 3
2 7717 7
2 7719 7
2 7729 8
2 7731 8
2 7732 3
2 7738 3
2 7739 4
2 7748 8
2 7750 5
2 7766 1
2 7773 2
2 7774 3
2 7778 10
2 7786 2
2 7806 6
2 7807 4
2 7813 8
2 7818 10
2 7832 8
2 7835 8
2 7836 5
2 7841 6
2 7846 1
2 7855 4
2 7857 2
2 7862 3
2 7868 1
2 7872 2
2 7873 10
2 7875 7
2 7897 1
2 7900 6
2 7909 10
2 7910 5
2 7922 2
2 7924 5
2 7927 2
2 7928 3
2 7929 8
2 7936 7
2 7938 9
2 7939 8
2 7942 6
2 7950 3
2 7964 1
2 7972 10
2 7975 10
2 7976 9
2 7986 5
2 7993 9
2 7999 6
2 8002 2
2 8006 10
2 8008 10
2 8014 4
2 8027 4
2 8036 4
2 8053 10
2 8058 7
2 8062 8
2 8066 5
2 8082 7
2 8087 3
2 8088 6
2 8092 5
2 8100 8
2 8101 2
2 8102 5
2 8107 9
2 8119 10
2 8123 1
2 8124 9
2 8130 2
2 8131 2
2 8139 10
2 8140 1
2 8143 4
2 8153 9
2 8155 7
2 8158 10
2 8164 9
2 8166 10
2 8183 7
2 8186 8
2 8187 5
2 8190 5
2 8200 3
2 8201 4
2 8202 6
2 8204 8
2 8207 4
2 8208 2
2 8216 1
2 8220 6
2 8224 3
2 8228 2
2 8239 7
2 8240 10
2 8245 9
2 8249 5
2 8250 9
2 8251 9
2 8257 4
2 8261 9
2 8263 1
2 8264 1
2 8270 1
2 8279 1
2 8297 3
2 8299 9
2 8303 4
2 8312 8
2 8317 9
2 8318 9
2 8332 8
2 8342 7
2 8350 5
2 8356 7
2 8371 5
2 8373 9
2 8374 8
2 8378 3
2 8386 6
2 8389 5
2 8408 10
2 8413 3
2 8414 10
2 8423 7
2 8426 7
2 8427 5
2 8430 7
2 8432 2
2 8440 5
2 8450 10
2 8452 8
2 8459 9
2 8464 3
2 8467 7
2 8472 4
2 8486 10
2 8493 9
2 8499 1
2 8502 8
2 8503 3
2 8504 3
2 8506 3
2 8514 5
2 8517 10
2 8521 9
2 8523 3
2 8527 5
2 8528 9
2 8529 5
2 8530 5
2 8535 4
2 8536 2
2 8570 10
2 8581 10
2 8584 7
2 8596 6
2 8600 10
2 8602 4
2 8603 4
2 8606 4
2 8618 5
2 8626 10
2 8632 4
2 8656 4
2 8660 6
2 8662 5
2 8672 6
2 8676 2
2 8678 9
2 8680 7
2 8685 1
2 8688 5
2 8691 10
2 8693 2
2 8698 1
2 8699 4
2 8712 2
2 8714 3
2 8723 5
2 8737 1
2 8751 7
2 8752 3
2 8754 4
2 8762 9
2 8767 1
2 8771 8
2 8772 9
2 8773 9
2 8775 3
2 8779 1
2 8780 5
2 8783 9
2 8784 9
2 8786 3
2 8788 2
2 8789 8
2 8801 7
2 8803 6
2 8824 9
2 8831 9
2 8833 3
2 8834 1
2 8835 2
2 8840 9
2 8842 2
2 8849 6
2 8856 3
2 8857 8
2 8861 10
2 8863 5
2 8868 1
2 8870 9
2 8871 8
2 8872 10
2 8873 2
2 8879 5
2 8882 2
2 8887 1
2 8888 8
2 8890 7
2 8897 2
2 8902 5
2 8905 4
2 8906 2
2 8909 6
2 8920 3
2 8922 6
2 8927 7
2 8934 7
2 8936 9
2 8938 9
2 8943 10
2 8944 7
2 8945 4
2 8948 8
2 8955 5
2 8960 2
2 8964 9
2 8976 7
2 8978 5
2 8981 2
2 8986 6
2 8987 4
2 8994 1
2 8995 8
2 8999 7
2 9006 7
2 9021 7
2 9028 5
2 9032 4
2 9034 8
2 9036 8
2 9046 5
2 9049 5
2 9052 5
2 9054 7
2 9059 5
2 9060 4
2 9061 3
2 9063 5
2 9064 9
2 9066 8
2 9078 9
2 9091 2
2 9095 2
2 9103 4
2 9114 3
2 9117 10
2 9118 5
2 9126 1
2 9136 8
2 9142 10
2 9149 8
2 9156 4
2 9157 7
2 9158 8
2 9171 5
2 9176 7
2 9179 8
2 9181 10
2 9200 5
2 9201 1
2 9203 3
2 9205 1
2 9209 1
2 9215 9
2 9224 4
2 9225 4
2 9231 2
2 9244 4
2 9250 9
2 9252 7
2 9268 6
2 9271 6
2 9275 3
2 9276 6
2 9277 4
2 9278 9
2 9286 6
2 9294 3
2 9303 6
2 9305 7
2 9309 4
2 9316 4
2 9325 10
2 9326 10
2 9333 1
2 9339 4
2 9341 10
2 9347 8
2 9351 8
2 9355 2
2 9359 6
2 9374 9
2 9381 1
2 9382 6
2 9388 6
2 9390 8
2 9391 9
2 9392 3
2 9394 9
2 9396 8
2 9399 5
2 9412 3
2 9420 10
2 9425 3
2 9429 5
2 9434 5
2 9437 2
2 9458 5
2 9474 3
2 9476 5
2 9478 10
2 9486 5
2 9492 3
2 9495 4
2 9497 2
2 9503 2
2 9504 8
2 9508 5
2 9516 5
2 9519 3
2 9534 2
2 9535 7
2 9543 3
2 9544 3
2 9546 9
2 9547 6
2 9550 5
2 9555 9
2 9556 3
2 9557 1
2 9562 1
2 9566 2
2 9573 9
2 9582 2
2 9585 1
2 9589 2
2 9590 3
2 9605 8
2 9608 1
2 9613 9
2 9614 7
2 9621 7
2 9634 1
2 9637 3
2 9641 7
2 9653 1
2 9658 8
2 9659 5
2 9663 4
2 9666 10
2 9668 10
2 9674 7
2 9676 3
2 9681 2
2 9682 2
2 9687 2
2 9689 4
2 9693 4
2 9694 3
2 9696 9
2 9697 4
2 9715 9
2 9742 6
2 9744 6
2 9747 9
2 9749 10
2 9757 2
2 9760 1
2 9779 9
2 9781 5
2 9784 7
2 9785 9
2 9790 8
2 9792 8
2 9795 9
2 9804 8
2 9808 10
2 9810 10
2 9820 5
2 9823 1
2 9831 6
2 9836 10
2 9841 8
2 9843 1
2 9848 9
2 9851 5
2 9859 9
2 9874 9
2 9876 7
2 9877 4
2 9884 4
2 9891 8
2 9892 3
2 9896 4
2 9902 4
2 9907 7
2 9909 6
2 9917 9
2 9925 5
2 9926 7
2 9932 6
2 9938 6
2 9943 2
2 9953 5
2 9954 4
2 9959 10
2 9963 9
2 9965 7
2 9967 4
2 9975 2
2 9977 10
2 9983 2
2 9985 3
2 9986 3
2 9989 10
2 9991 8
3 0 3
3 2 6
3 4 1
3 8 8
3 19 3
3 20 10
3 23 7
3 25 5
3 27 4
3 33 1
3 34 1
3 42 5
3 45 7
3 53 5
3 61 1
3 63 5
3 66 7
3 72 2
3 76 1
3 85 6
3 96 5
3 105 1
3 108 8
3 113 6
3 116 10
3 122 9
3 154 9
3 157 8
3 158 8
3 167 4
3 173 2
3 183 2
3 192 8
3 193 8
3 197 9
3 204 9
3 207 2
3 217 2
3 219 2
3 229 1
3 234 7
3 235 7
3 241 7
3 242 2
3 252 10
3 254 2
3 267 9
3 270 1
3 273 9
3 276 2
3 277 5
3 280 1
3 283 8
3 288 4
3 296 10
3 300 7
3 309 7
3 310 7
3 315 7
3 318 3
3 320 2
3 323 1
3 335 8
3 348 7
3 373 5
3 374 9
3 377 1
3 381 7
3 385 6
3 386 8
3 393 6
3 409 9
3 411 4
3 412 10
3 413 1
3 415 6
3 416 1
3 446 5
3 447 7
3 453 10
3 458 9
3 466 7
3 468 9
3 471 6
3 476 3
3 482 2
3 485 3
3 488 10
3 491 9
3 492 5
3 501 1
3 511 7
3 512 5
3 519 2
3 526 4
3 527 4
3 535 3
3 536 1
3 544 1
3 560 5
3 562 2
3 566 6
3 567 2
3 570 9
3 575 10
3 579 10
3 586 6
3 590 2
3 592 10
3 593 6
3 597 9
3 606 3
3 608 6
3 613 6
3 616 8
3 622 2
3 629 7
3 634 2
3 635 6
3 637 4
3 639 4
3 645 3
3 653 1
3 654 5
3 658 8
3 659 1
3 683 5
3 684 9
3 690 4
3 696 5
3 700 1
3 710 7
3 716 2
3 722 4
3 731 7
3 733 1
3 740 1
3 741 6
3 746 1
3 752 6
3 754 10
3 757 3
3 759 7
3 768 1
3 770 2
3 774 8
3 775 9
3 794 5
3 810 4
3 814 6
3 816 2
3 817 6
3 820 2
3 823 9
3 825 1
3 830 1
3 837 9
3 839 10
3 841 4
3 844 3
3 846 7
3 857 3
3 863 4
3 868 1
3 874 6
3 884 9
3 886 4
3 890 2
3 895 2
3 899 3
3 901 3
3 903 5
3 905 3
3 909 1
3 911 7
3 917 3
3 918 1
3 919 2
3 923 4
3 924 2
3 929 10
3 933 5
3 942 4
3 956 3
3 975 1
3 984 1
3 986 8
3 993 8
3 994 4
3 998 4
3 1005 9
3 1015 8
3 1030 6
3 1031 4
3 1032 3
3 1034 7
3 1040 6
3 1042 2
3 1048 6
3 1052 7
3 1061 7
3 1068 5
3 1070 5
3 1071 10
3 1079 9
3 1086 10
3 1091 1
3 1099 9
3 1101 5
3 1102 2
3 1104 2
3 1108 9
3 1121 8
3 1122 4
3 1127 6
3 1130 1
3 1138 7
3 1139 7
3 1146 4
3 1147 7
3 1154 2
3 1156 10
3 1162 7
3 1165 7
3 1177 9
3 1181 5
3 1191 2
3 1197 7
3 1198 7
3 1199 6
3 1205 6
3 1209 8
3 1210 2
3 1211 6
3 1212 3
3 1216 7
3 1228 10
3 1229 7
3 1237 10
3 1240 10
3 1243 9
3 1254 10
3 1263 10
3 1270 7
3 1271 8
3 1276 1
3 1277 4
3 1279 7
3 1285 3
3 1291 9
3 1295 10
3 1296 7
3 1300 3
3 1302 2
3 1309 4
3 1312 2
3 1317 10
3 1319 1
3 1323 6
3 1327 8
3 1328 10
3 1332 10
3 1336 2
3 1339 5
3 1343 4
3 1352 6
3 1353 5
3 1359 3
3 1362 6
3 1364 1
3 1371 10
3 1381 6
3 1382 10
3 1390 4
3 1400 6
3 1402 7
3 1403 9
3 1421 6
3 1433 8
3 1435 5
3 1442 5
3 1448 5
3 1450 7
3 1451 2
3 1460 2
3 1461 9
3 1464 5
3 1465 1
3 1476 2
3 1479 6
3 1485 8
3 1512 4
3 1514 4
3 1525 3
3 1533 8
3 1536 1
3 1537 6
3 1541 4
3 1544 4
3 1550 1
3 1558 6
3 1563 10
3 1567 3
3 1585 6
3 1586 1
3 1589 2
3 1597 2
3 1605 9
3 1608 3
3 1615 6
3 1617 1
3 1620 8
3 1638 3
3 1639 5
3 1642 7
3 1643 9
3 1649 5
3 1650 1
3 1657 10
3 1658 8
3 1680 5
3 1693 5
3 1694 2
3 1696 9
3 1700 10
3 1701 8
3 1708 6
3 1711 9
3 1719 8
3 1738 2
3 1740 10
3 1743 7
3 1747 1
3 1753 9
3 1763 9
3 1765 8
3 1768 6
3 1769 3
3 1775 7
3 1782 5
3 1783 7
3 1784 7
3 1785 1
3 1788 8
3 1791 8
3 1798 8
3 1801 4
3 1803 2
3 1813 1
3 1816 4
3 1817 5
3 1820 2
3 1824 3
3 1827 10
3 1831 5
3 1845 9
3 1848 1
3 1856 8
3 1857 8
3 1859 2
3 1861 4
3 1862 4
3 1876 1
3 1878 3
3 1879 8
3 1891 8
3 1895 3
3 1905 9
3 1913 9
3 1916 10
3 1918 1
3 1921 2
3 1922 10
3 1932 6
3 1935 5
3 1938 4
3 1944 4
3 1946 2
3 1955 5
3 1968 3
3 1975 7
3 1981 1
3 1986 6
3 2004 3
3 2009 1
3 2014 8
3 2015 2
3 2019 5
3 2021 2
3 2024 7
3 2026 10
3 2033 8
3 2041 4
3 2042 7
3 2046 9
3 2056 4
3 2058 7
3 2060 1
3 2062 9
3 2071 10
3 2072 1
3 2089 9
3 2094 9
3 2099 5
3 2102 7
3 2109 10
3 2115 6
3 2125 9
3 2129 2
3 2136 5
3 2143 1
3 2150 10
3 2152 1
3 2159 5
3 2178 7
3 2183 5
3 2184 7
3 2185 7
3 2191 3
3 2193 5
3 2200 6
3 2201 7
3 2208 2
3 2215 2
3 2218 2
3 2222 7
3 2226 2
3 2238 5
3 2240 5
3 2241 9
3 2246 1
3 2260 2
3 2264 9
3 2266 1
3 2270 3
3 2272 4
3 2273 8
3 2276 5
3 2279 5
3 2290 10
3 2293 5
3 2295 5
3 2303 9
3 2306 8
3 2308 10
3 2309 2
3 2316 1
3 2321 6
3 2327 10
3 2331 3
3 2334 3
3 2339 3
3 2351 7
3 2356 3
3 2357 6
3 2358 7
3 2363 6
3 2364 10
3 2366 9
3 2377 7
3 2381 4
3 2384 9
3 2387 2
3 2393 4
3 2405 6
3 2413 10
3 2416 8
3 2418 9
3 2423 3
3 2424 6
3 2428 8
3 2431 4
3 2438 2
3 2441 3
3 2462 1
3 2463 3
3 2470 1
3 2473 1
3 2478 4
3 2480 9
3 2488 3
3 2492 8
3 2497 10
3 2507 4
3 2517 7
3 2518 8
3 2519 3
3 2523 6
3 2536 4
3 2542 8
3 2553 8
3 2556 8
3 2557 10
3 2562 10
3 2571 9
3 2575 3
3 2580 5
3 2585 10
3 2590 9
3 2593 10
3 2595 1
3 2597 7
3 2602 1
3 2609 10
3 2618 1
3 2625 3
3 2626 7
3 2627 5
3 2631 2
3 2634 7
3 2642 4
3 2650 6
3 2651 1
3 2655 9
3 2669 1
3 2677 9
3 2679 9
3 2681 10
3 2699 5
3 2704 9
3 2730 3
3 2733 7
3 2734 10
3 2738 8
3 2742 9
3 2747 6
3 2759 9
3 2761 2
3 2763 1
3 2769 10
3 2773 8
3 2776 3
3 2778 2
3 2779 2
3 2781 3
3 2785 10
3 2786 9
3 2788 7
3 2793 4
3 2796 5
3 2797 2
3 2801 10
3 2803 10
3 2804 8
3 2805 5
3 2811 8
3 2818 3
3 2823 9
3 2830 10
3 2831 9
3 2834 5
3 2837 9
3 2843 3
3 2851 9
3 2854 3
3 2859 6
3 2862 3
3 2868 8
3 2871 2
3 2876 7
3 2877 1
3 2881 2
3 2884 1
3 2885 9
3 2886 5
3 2893 3
3 2898 6
3 2902 7
3 2905 7
3 2911 9
3 2916 4
3 2917 6
3 2922 10
3 2926 2
3 2928 3
3 2929 6
3 2940 3
3 2948 6
3 2964 1
3 2965 9
3 2967 3
3 2969 1
3 2971 4
3 2978 8
3 2981 7
3 2985 4
3 2986 8
3 2989 6
3 3001 5
3 3004 5
3 3005 7
3 3009 3
3 3015 3
3 3018 6
3 3019 2
3 3022 4
3 3031 5
3 3032 3
3 3042 3
3 3047 8
3 3059 5
3 3066 7
3 3069 9
3 3070 10
3 3078 2
3 3080 3
3 3090 6
3 3099 7
3 3100 9
3 3104 7
3 3105 4
3 3110 1
3 3111 6
3 3118 1
3 3120 4
3 3122 4
3 3126 1
3 3127 7
3 3146 10
3 3151 1
3 3156 7
3 3157 4
3 3164 10
3 3165 10
3 3176 6
3 3181 10
3 3186 6
3 3188 2
3 3191 6
3 3199 4
3 3201 7
3 3207 2
3 3208 2
3 3218 10
3 3227 9
3 3237 6
3 3246 7
3 3247 9
3 3250 10
3 3251 9
3 3252 2
3 3256 9
3 3262 7
3 3267 7
3 3275 2
3 3277 4
3 3294 10
3 3303 10
3 3304 10
3 3306 10
3 3308 7
3 3318 7
3 3320 9
3 3323 8
3 3326 9
3 3335 7
3 3339 5
3 3342 8
3 3343 8
3 3344 9
3 3347 3
3 3352 6
3 3355 2
3 3357 8
3 3360 2
3 3365 3
3 3378 10
3 3382 8
3 3387 9
3 3393 1
3 3397 3
3 3399 1
3 3403 1
3 3412 6
3 3413 5
3 3419 3
3 3422 7
3 3425 10
3 3427 9
3 3430 6
3 3432 5
3 3437 2
3 3443 1
3 3444 4
3 3446 2
3 3448 5
3 3453 2
3 3455 7
3 3458 10
3 3463 10
3 3467 2
3 3468 7
3 3472 1
3 3477 6
3 3487 8
3 3489 1
3 3491 2
3 3493 3
3 3496 6
3 3498 10
3 3504 2
3 3505 6
3 3506 7
3 3509 2
3 3520 2
3 3521 6
3 3525 1
3 3527 6
3 3528 1
3 3531 3
3 3533 2
3 3544 10
3 3547 2
3 3551 9
3 3554 10
3 3559 7
3 3561 2
3 3565 6
3 3566 7
3 3569 6
3 3575 4
3 3584 8
3 3589 10
3 3595 1
3 3605 9
3 3608 9
3 3613 9
3 3615 6
3 3622 10
3 3628 10
3 3630 7
3 3635 5
3 3656 1
3 3660 7
3 3663 7
3 3664 3
3 3670 5
3 3671 10
3 3678 6
3 3680 8
3 3704 7
3 3707 8
3 3709 4
3 3711 2
3 3712 8
3 3721 10
3 3722 7
3 3723 5
3 3728 4
3 3730 10
3 3731 10
3 3735 4
3 3740 7
3 3745 10
3 3758 2
3 3762 5
3 3763 6
3 3764 7
3 3767 4
3 3773 6
3 3790 1
3 3798 10
3 3803 2
3 3807 2
3 3811 5
3 3817 7
3 3818 5
3 3823 4
3 3830 5
3 3831 10
3 3838 9
3 3842 3
3 3846 10
3 3848 2
3 3851 6
3 3852 1
3 3871 4
3 3885 2
3 3889 9
3 3897 1
3 3899 8
3 3900 8
3 3905 10
3 3913 3
3 3914 8
3 3917 4
3 3918 10
3 3919 5
3 3924 10
3 3933 4
3 3946 6
3 3953 8
3 3954 10
3 3964 3
3 3976 7
3 3979 8
3 3981 4
3 3994 4
3 3999 5
3 4010 4
3 4022 5
3 4024 4
3 4027 2
3 4029 8
3 4032 4
3 4037 3
3 4038 9
3 4049 1
3 4055 6
3 4057 2
3 4067 9
3 4075 9
3 4083 4
3 4088 7
3 4094 9
3 4103 2
3 4104 2
3 4106 1
3 4108 3
3 4112 5
3 4120 9
3 4121 4
3 4124 5
3 4130 6
3 4132 6
3 4136 9
3 4139 2
3 4148 10
3 4149 9
3 4152 8
3 4156 8
3 4159 10
3 4161 6
3 4162 9
3 4166 6
3 4170 6
3 4180 3
3 4186 10
3 4188 7
3 4191 2
3 4193 10
3 4198 2
3 4199 1
3 4200 3
3 4202 4
3 4210 8
3 4211 10
3 4218 6
3 4221 5
3 4231 7
3 4240 2
3 4242 7
3 4248 1
3 4250 10
3 4256 3
3 4257 9
3 4260 2
3 4261 4
3 4266 8
3 4276 7
3 4284 4
3 4286 8
3 4295 5
3 4300 10
3 4305 7
3 4307 5
3 4311 7
3 4321 5
3 4324 10
3 4327 7
3 4333 9
3 4335 4
3 4343 9
3 4347 8
3 4354 7
3 4358 9
3 4359 10
3 4360 2
3 4362 7
3 4366 7
3 4369 3
3 4370 1
3 4372 7
3 4375 3
3 4377 6
3 4378 1
3 4379 5
3 4391 1
3 4393 3
3 4395 9
3 4397 7
3 4398 8
3 4402 7
3 4407 7
3 4409 8
3 4412 1
3 4413 10
3 4415 2
3 4425 7
3 4434 10
3 4436 9
3 4448 10
3 4463 1
3 4466 8
3 4468 7
3 4469 2
3 4475 5
3 4485 9
3 4491 10
3 4492 8
3 4496 3
3 4509 2
3 4510 2
3 4515 8
3 4518 2
3 4522 8
3 4536 3
3 4542 4
3 4548 1
3 4553 4
3 4559 10
3 4571 1
3 4572 6
3 4579 8
3 4581 1
3 4584 10
3 4592 9
3 4599 10
3 4607 1
3 4617 4
3 4621 9
3 4622 8
3 4624 9
3 4634 4
3 4635 6
3 4636 8
3 4637 10
3 4638 6
3 4642 3
3 4647 5
3 4651 10
3 4653 4
3 4654 7
3 4655 10
3 4657 4
3 4661 7
3 4665 9
3 4666 8
3 4670 1
3 4674 5
3 4677 7
3 4682 3
3 4689 2
3 4692 9
3 4697 6
3 4713 8
3 4715 10
3 4723 10
3 4727 10
3 4732 5
3 4738 7
3 4748 8
3 4749 10
3 4769 7
3 4770 6
3 4771 7
3 4778 6
3 4781 2
3 4782 1
3 4783 10
3 4790 1
3 4792 9
3 4798 7
3 4811 9
3 4824 10
3 4836 7
3 4838 10
3 4846 3
3 4853 2
3 4855 6
3 4860 1
3 4864 10
3 4871 3
3 4888 3
3 4894 7
3 4895 8
3 4899 2
3 4903 6
3 4904 2
3 4906 3
3 4912 10
3 4914 9
3 4916 7
3 4927 7
3 4935 8
3 4938 7
3 4939 7
3 4945 9
3 4954 2
3 4956 5
3 4960 6
3 4965 5
3 4967 9
3 4968 9
3 4972 1
3 4981 9
3 5008 4
3 5011 6
3 5013 4
3 5014 10
3 5022 3
3 5023 7
3 5026 5
3 5030 8
3 5032 3
3 5034 9
3 5041 7
3 5042 8
3 5045 5
3 5047 4
3 5048 7
3 5054 8
3 5060 9
3 5063 4
3 5075 2
3 5076 7
3 5094 2
3 5106 7
3 5114 1
3 5118 6
3 5122 7
3 5126 6
3 5127 10
3 5133 8
3 5140 6
3 5148 1
3 5154 6
3 5155 2
3 5159 3
3 5161 7
3 5166 8
3 5173 5
3 5176 10
3 5177 7
3 5180 2
3 5184 10
3 5185 2
3 5199 6
3 5205 1
3 5212 8
3 5214 1
3 5217 2
3 5221 5
3 5228 2
3 5229 5
3 5231 6
3 5239 10
3 5249 10
3 5250 1
3 5260 4
3 5263 3
3 5265 4
3 5269 9
3 5278 7
3 5287 10
3 5290 7
3 5291 2
3 5294 2
3 5296 5
3 5298 9
3 5304 2
3 5305 10
3 5308 5
3 5314 5
3 5316 3
3 5317 6
3 5322 2
3 5325 10
3 5326 5
3 5334 1
3 5343 2
3 5345 7
3 5346 3
3 5350 10
3 5355 7
3 5375 9
3 5377 7
3 5378 2
3 5388 9
3 5391 8
3 5399 4
3 5407 1
3 5409 5
3 5410 8
3 5415 10
3 5417 2
3 5418 7
3 5419 3
3 5430 10
3 5431 7
3 5435 6
3 5436 8
3 5441 2
3 5442 4
3 5445 5
3 5448 1
3 5454 1
3 5460 4
3 5467 5
3 5468 1
3 5469 2
3 5471 1
3 5475 6
3 5481 1
3 5482 1
3 5484 1
3 5485 5
3 5500 9
3 5508 7
3 5513 4
3 5516 9
3 5519 3
3 5525 8
3 5534 7
3 5535 3
3 5538 8
3 5554 2
3 5562 1
3 5563 1
3 5565 7
3 5572 4
3 5580 8
3 5583 2
3 5584 1
3 5586 4
3 5591 3
3 5593 8
3 5594 10
3 5596 5
3 5597 3
3 5607 9
3 5609 7
3 5614 8
3 5617 10
3 5627 4
3 5633 4
3 5647 1
3 5650 10
3 5653 2
3 5658 3
3 5665 9
3 5666 10
3 5669 5
3 5674 10
3 5679 6
3 5683 5
3 5689 6
3 5714 7
3 5717 9
3 5718 10
3 5719 2
3 5721 2
3 5728 4
3 5737 8
3 5739 4
3 5744 6
3 5759 4
3 5766 6
3 5774 2
3 5782 5
3 5786 9
3 5795 2
3 5800 2
3 5803 5
3 5807 2
3 5811 2
3 5812 5
3 5813 7
3 5820 4
3 5821 7
3 5826 9
3 5832 10
3 5834 5
3 5835 4
3 5843 9
3 5853 5
3 5857 6
3 5859 4
3 5863 2
3 5865 7
3 5867 3
3 5872 2
3 5882 3
3 5883 3
3 5886 5
3 5887 7
3 5891 3
3 5905 6
3 5908 1
3 5909 9
3 5910 3
3 5914 10
3 5915 3
3 5924 7
3 5928 3
3 5930 7
3 5933 9
3 5942 5
3 5945 10
3 5946 8
3 5947 7
3 5952 7
3 5957 3
3 5960 9
3 5961 2
3 5963 8
3 5964 4
3 5976 5
3 5978 10
